AirlineID,Name,IATA,ICAO,Callsign,Country,Active
1,Private flight,N/A,N/A,N/A,N/A,Y
2,135 Airways,N/A,GNL,GENERAL,United States,N
3,1Time Airline,1T,RNX,NEXTIME,South Africa,Y
4,2 Sqn No 1 Elementary Flying Training School,N/A,WYT,N/A,United Kingdom,N
5,213 Flight Unit,N/A,TFU,N/A,Russia,N
6,223 Flight Unit State Airline,N/A,CHD,CHKALOVSK-AVIA,Russia,N
7,224th Flight Unit,N/A,TTF,CARGO UNIT,Russia,N
8,247 Jet Ltd,N/A,TWF,CLOUD RUNNER,United Kingdom,N
9,3D Aviation,N/A,SEC,SECUREX,United States,N
10,40-Mile Air,Q5,MLA,MILE-AIR,United States,Y
11,4D Air,N/A,QRT,QUARTET,Thailand,N
12,611897 Alberta Limited,N/A,THD,DONUT,Canada,N
13,Ansett Australia,AN,AAA,ANSETT,Australia,Y
14,Abacus International,1B,N/A,N/A,Singapore,Y
15,Abelag Aviation,W9,AAB,ABG,Belgium,N
16,Army Air Corps,N/A,AAC,ARMYAIR,United Kingdom,N
17,Aero Aviation Centre Ltd.,N/A,AAD,SUNRISE,Canada,N
18,Aero Servicios Ejecutivos Internacionales,N/A,SII,ASEISA,Mexico,N
19,Aero Biniza,N/A,BZS,BINIZA,Mexico,N
20,Aero Albatros,N/A,ABM,ALBATROS ESPANA,Spain,N
21,Aigle Azur,ZI,AAF,AIGLE AZUR,France,Y
22,Aloha Airlines,AQ,AAH,ALOHA,United States,Y
23,Alaska Island Air,N/A,AAK,ALASKA ISLAND,United States,N
24,American Airlines,AA,AAL,AMERICAN,United States,Y
25,Aviation Management Corporation,N/A,AAM,AM CORP,United States,N
26,Atlantis Airlines (USA),N/A,AAO,ATLANTIS AIR,United States,N
27,Aerovista Airlines,N/A,AAP,AEROVISTA GROUP,United Arab Emirates,N
28,Asiana Airlines,OZ,AAR,ASIANA,Republic of Korea,Y
29,Askari Aviation,4K,AAS,AL-AAS,Pakistan,Y
30,Australia Asia Airlines,N/A,AAU,AUSTASIA,Australia,N
31,Astro Air International,N/A,AAV,ASTRO-PHIL,United States,N
32,Afriqiyah Airways,8U,AAW,AFRIQIYAH,Libya,Y
33,Afrinat International Airlines,Q9,AFU,N/A,Gambia,N
34,Afric'air Express,N/A,AAX,AFREX,Ivory Coast,N
35,Allegiant Air,G4,AAY,ALLEGIANT,United States,Y
36,Angus Aviation,N/A,AAZ,ANGUS,Canada,N
37,Artem-Avia,N/A,ABA,ARTEM-AVIA,Ukraine,N
38,African Business and Transportations,N/A,ABB,AFRICAN BUSINESS-,Democratic Republic of the Congo,N
39,Aban Air,K5,ABE,ABAN,Iran,n
40,Aerial Oy,N/A,ABF,SKYWINGS,Finland,N
41,Abakan-Avia,N/A,ABG,ABAKAN-AVIA,Russia,N
42,ABSA - Aerolinhas Brasileiras,M3,TUS,ABSA Cargo,Brazil,Y
43,Abaet,N/A,ABJ,Abaet,Brazil,N
44,Alberta Citylink,N/A,ABK,ALBERTA CITYLINK,Canada,N
45,APSA Colombia,N/A,ABO,AEROEXPRESO,Colombia,N
46,Aerovias Bueno,N/A,ABU,AEROBUENO,Colombia,N
47,Aerocenter,N/A,ACR, Escuela de Formacion de Pioltos Privados de Avion,AEROCENTER,N
48,Antrak Air,04,ABV,ANTRAK,Ghana,N
49,Airborne Express,GB,ABX,ABEX,United States,N
50,ABX Air,GB,ABX,ABEX,United States,N
51,ATA Brasil,N/A,ABZ,ATA-BRAZIL,Brazil,N
52,Avcard Services,N/A,ACC,N/A,United Kingdom,N
53,Academy Airlines,N/A,ACD,ACADEMY,United States,N
54,Aero Comondu,N/A,ACO,AERO COMONDU,Mexico,N
55,Astral Aviation,8V,ACP,ASTRAL CARGO,Kenya,Y
56,Air Cess,N/A,ACS,N/A,Liberia,N
57,Air Aurora,N/A,AAI,BOREALIS,United States,N
58,Air Cargo Transportation System,N/A,ACU,AFRISPIRIT,Kenya,N
59,Air Charter Service,N/A,ACV,N/A,United Kingdom,N
60,Aero Asia International,E4,RSO,AERO ASIA,Pakistan,N
61,Air Charters,N/A,ACX,PARAIR,Canada,N
62,Air Togo,YT,TGA,AIR TOGO,Togo,N
63,Air Somalia,N/A,RSM,AIR SOMALIA,Somali Republic,N
64,Atlas Cargo Lines,N/A,ACY,ATLAS CARGOLINES,Morocco,N
65,Airservices Australia,N/A,ADA,AUSCAL,Australia,N
66,Advance Leasing Company,4G,N/A,N/A,United States,N
67,Aztec Worldwide Airlines,7A,N/A,N/A,United States,N
68,Air Tindi,8T,N/A,N/A,Canadian Territories,Y
69,Antonov Airlines,N/A,ADB,ANTONOV BUREAU,Ukraine,N
70,Air Atlantic Dominicana,N/A,ADC,ATLAN-DOMINICAN,Dominican Republic,N
71,Advanced Air Co.,N/A,ADD,N/A,Japan,N
72,Ada Air,ZY,ADE,ADA AIR,Albania,Y
73,Aerea Flying Training Organization,N/A,ADG,AEREA TRAINING,Spain,N
74,Audeli Air,N/A,ADI,AUDELI,Spain,N
75,Abicar,N/A,ADJ,ABICAR,Ivory Coast,N
76,ADC Airlines,Z7,ADK,ADCO,Nigeria,N
77,Aero Dynamics,N/A,ADL,COTSWOLD,United Kingdom,N
78,Aerolineas Dominicanas,N/A,ADM,DOMINAIR,Dominican Republic,N
79,Aerodienst GmbH,N/A,ADN,AERODIENST,Germany,N
80,Aerodiplomatic,N/A,ADP,AERODIPLOMATIC,Mexico,N
81,Aerodyne,N/A,ADY,AERODYNE,United States,N
82,Avion Taxi,N/A,ADQ,AIR DATA,Canada,N
83,Adria Airways,JP,ADR,ADRIA,Slovenia,Y
84,Aviones de Sonora,N/A,ADS,SONORAV,Mexico,N
85,Air Dorval,N/A,ADT,AIR DORVAL,Canada,N
86,Airdeal Oy,N/A,ADU,AIRDEAL,Finland,N
87,Advance Air Charters,N/A,ADV,ADVANCE,Canada,N
88,Air Andaman,N/A,ADW,AIR ANDAMAN,Thailand,N
89,Anderson Aviation,N/A,ADX,ANDAX,United States,N
90,Air Europa,UX,AEA,EUROPA,Spain,Y
91,Air Southwest Ltd.,N/A,ASW,AIRSOUTHWEST,Canada,N
92,Air Special,N/A,ASX,AIRSPEC,Czech Republic,N
93,Aero Benin,EM,AEB,AEROBEN,Benin,Y
94,Aerocesar,N/A,AEC, Aerovias Del Cesar,AEROCESAR,N
95,Aerotrans Airlines,N/A,AED,N/A,Russia,N
96,Aegean Airlines,A3,AEE,AEGEAN,Greece,Y
97,Aerofumigaciones Sam,N/A,AEG,FUMIGACIONES SAM,Chile,N
98,Aeroexpreso Interamericano,N/A,AEI,INTERAM,Colombia,N
99,Air Express,N/A,AEJ,KHAKI EXPRESS,Tanzania,N
100,Aerocon,N/A,AEK,AEROCON,Bolivia,N
101,Aero Madrid,N/A,AEM,AEROMADRID,Spain,N
102,Aeroenlaces Nacionales,N/A,AEN,N/A,Mexico,N
103,Aeroservicios Ejecutivos Del Occidente,N/A,AEO,AERO OCCIDENTE,Mexico,N
104,Aerotec,N/A,AEP,AEROTEC,Spain,N
105,Air Atlantique,KI,AAG,ATLANTIC,United Kingdom,N
106,Air Europe,PE,AEL,AIR EUROPE,Italy,Y
107,Air Alma,N/A,AAJ,AIR ALMA,Canada,N
108,Air Express,N/A,AEQ,LUNA,Sweden,N
109,Alaska Central Express,KO,AER,ACE AIR,United States,Y
110,ACES Colombia,N/A,AES,ACES,Colombia,Y
111,Aeronautical Radio of Thailand,N/A,AET,AEROTHAI,Thailand,N
112,Astraeus,5W,AEU,FLYSTAR,United Kingdom,Y
113,Aeroventas,N/A,AEV,AEROVENTAS,Mexico,N
114,Aerosvit Airlines,VV,AEW,AEROSVIT,Ukraine,Y
115,Airway Express,N/A,AEX,AVCO,United States,N
116,Air Italy,I9,AEY,AIR ITALY,Italy,Y
117,Aerial Transit Company,N/A,AEZ,AERIAL TRANZ,United States,N
118,Alfa Air,N/A,AFA,BLUE ALFA,Czech Republic,N
119,American Falcon,WK,AFB,AMERICAN FALCON,Argentina,N
120,Alliance Airlines,QQ,UTY,UNITY,Australia,Y
121,Air Universal,N/A,UVS,UNI-LEONE,Sierra Leone,N
122,Auvia Air,N/A,UVT,AUVIA,Indonesia,N
123,African West Air,N/A,AFC,AFRICAN WEST,Senegal,N
124,Airfast Indonesia,N/A,AFE,AIRFAST,Indonesia,N
125,Ariana Afghan Airlines,FG,AFG,ARIANA,Afghanistan,Y
126,Air Fecteau,N/A,AFH,FECTO,Canada,N
127,Africaone,N/A,AFI,AFRICAWORLD,Uganda,N
128,Alliance,N/A,AFJ,JAMBO,Uganda,N
129,Africa Air Links,N/A,AFK,AFRICA LINKS,Sierra Leone,N
130,Aeroflot Russian Airlines,SU,AFL,AEROFLOT,Russia,Y
131,Aero Empresa Mexicana,N/A,AFO,AERO EMPRESA,Mexico,N
132,Air Bosna,JA,BON,AIR BOSNA,Bosnia and Herzegovina,Y
133,Air Bravo,N/A,BRF,AIR BRAVO,Uganda,N
134,Air Brasd'or,N/A,BRL,BRASD'OR,Canada,N
135,Air 500,N/A,BRM,BOOMERANG,Canada,N
136,Alba Servizi Aerotrasporti,N/A,AFQ,ALBA,Italy,N
137,Air France,AF,AFR,AIRFRANS,France,Y
138,Air Partner,N/A,ACG,AIR PARTNER,United Kingdom,N
139,Air Caledonie International,SB,ACI,AIRCALIN,France,Y
140,Air Caledonia,N/A,ACM,WEST CAL,Canada,N
141,Air Guam,N/A,AGM,AIR GUAM,United States,N
142,Air Gabon,GN,AGN,GOLF NOVEMBER,Gabon,N
143,Air Data,N/A,AFS,N/A,United Kingdom,N
144,Air Afrique Vacancies,N/A,AFV,AFRIQUE VACANCE,Ivory Coast,N
145,Air Cargo America,N/A,MVM,PEGASUS,United States,N
146,Air Salone,2O,N/A,N/A,Sierra Leone,Y
147,Air-Angol,N/A,NGO,AIR ANGOL,Angola,N
148,Air Nigeria,N/A,NGP,REGAL EAGLE,Nigeria,N
149,Air Cargo Carriers,2Q,SNC,NIGHT CARGO,United States,Y
150,Air Samarkand,N/A,SND,ARSAM,Uzbekistan,N
151,Air Senegal International,V7,SNG,AIR SENEGAL,Senegal,N
152,Air Sandy,N/A,SNY,AIR SANDY,Canada,N
153,Air Namibia,SW,NMB,NAMIBIA,Namibia,Y
154,Air Intersalonika,N/A,NSK,INTERSALONIKA,Greece,N
155,Air Anatolia,N/A,NTL,AIR ANATOLIA,Turkey,N
156,Air Saigon,N/A,SGA,AIR SAIGON,Vietnam,N
157,Afrique Regional Airways,N/A,AFW,AFRAIR,Ivory Coast,N
158,Airfreight Express,N/A,AFX, ,United Kingdom,N
159,Africa Chartered Services,N/A,AFY,AFRICA CHARTERED,Nigeria,N
160,Africa Freight Services,N/A,AFZ,AFREIGHT,Zambia,N
161,Aeronaves Del Centro,N/A,AGA,N/A,Venezuela,N
162,Air Service Gabon,G8,AGB,N/A,Gabon,N
163,Arab Agricultural Aviation Company,N/A,AGC,AGRICO,Egypt,N
164,Atlantic Gulf Airlines,N/A,AGF,ATLANTIC GULF,United States,N
165,Aerolitoral,5D,SLI,COSTERA,Mexico,Y
166,Algoma Airways,N/A,AGG,ALGOMA,Canada,N
167,Altagna,N/A,AGH,ALTAGNA,France,N
168,Angola Air Charter,N/A,AGO,ANGOLA CHARTER,Angola,N
169,Angola Air Charter,N/A,AGO,ANGOLA CHARTER,Angola,N
170,AERFI Group,N/A,AGP,AIR TARA,Ireland,N
171,Aerogala,N/A,AGQ,GALASERVICE,Chile,N
172,Amadeus Global Travel Distribution,1A,AGT,AMADEUS,Spain,N
173,Angara Airlines,N/A,AGU,SARMA,Russia,N
174,Air Glaciers,7T,AGV,AIR GLACIERS,Switzerland,Y
175,Aero Gambia,N/A,AGW,AERO GAMBIA,Gambia,N
176,Aviogenex,N/A,AGX,GENEX,Serbia,Y
177,Atlantic Coast Airlines,N/A,BLR,BLUE RIDGE,United States,N
178,Aero Barloz,N/A,BLZ,AEROLOZ,Mexico,N
179,Aeroper,PL,PLI,Aeroperu,Peru,Y
180,Atlas Blue,8A,BMM,ATLAS BLUE,Morocco,Y
181,Aero Banobras,N/A,BNB,AEROBANOBRAS,Mexico,N
182,Aero Flight Service,N/A,AGY,FLIGHT GROUP,United States,N
183,Agrolet-Mci,N/A,AGZ,AGROLET,Slovakia,N
184,Air Alpha Greenland,GD,AHA,AIR ALPHA,Denmark,N
185,Azal Avia Cargo,N/A,AHC,AZALAVIACARGO,Azerbaijan,N
186,Airport Helicopter Basel,N/A,AHE, Muller & Co.,AIRPORT HELICOPTER,N
187,Aeroservices Corporate,N/A,CJE,BIRD JET,France,N
188,Aspen Helicopters,N/A,AHF,ASPEN,United States,N
189,Aerochago Airlines,N/A,AHG,AEROCHAGO,Dominican Republic,N
190,Airplanes Holdings,N/A,AHH,AIRHOLD,Ireland,N
191,Air Hong Kong,LD,AHK,AIR HONG KONG,Hong Kong,N
192,Aerochiapas,N/A,AHP,AEROCHIAPAS,Mexico,N
193,Air Adriatic,N/A,AHR,ADRIATIC,Croatia,N
194,Air Viggi San Raffaele,N/A,AHS,AIRSAR,Italy,N
195,ABC Air Hungary,N/A,AHU,ABC HUNGARY,Hungary,N
196,Aeromist-Kharkiv,HT,AHW,AEROMIST,Ukraine,N
197,Azerbaijan Airlines,J2,AHY,AZAL,Azerbaijan,Y
198,Avies,U3,AIA,AVIES,Estonia,Y
199,Airbus Industrie,AP,AIB,AIRBUS INDUSTRIE,France,N
200,Alpine Air Chile,N/A,AIH,ALPINE CHILE,Chile,N
201,Air Integra,N/A,AII,INTEGRA,Canada,N
202,ABC Aerolineas,N/A,AIJ,ABC AEROLINEAS,Mexico,N
203,African Airlines International Limited,N/A,AIK,AFRICAN AIRLINES,Kenya,N
204,African International Airways,N/A,AIN,FLY CARGO,Swaziland,N
205,Alpine Air Express,5A,AIP,ALPINE AIR,United States,N
206,Alicante Internacional Airlines,N/A,AIU,ALIA,Spain,N
207,Aba Air,N/A,ABP,BAIR,Czech Republic,N
208,Airblue,ED,ABQ,PAKBLUE,Pakistan,Y
209,Airmark Aviation,N/A,THM,THAI AIRMARK,Thailand,N
210,Airlift International,N/A,AIR,AIRLIFT,United States,Y
211,Airest,N/A,AIT, ,Estonia,N
212,Air Baffin,N/A,BFF,AIR BAFFIN,Canada,N
213,Air Bandama,N/A,BDM,BANDAMA,Ivory Coast,N
214,Air Berlin,AB,BER,AIR BERLIN,Germany,Y
215,Air Brousse,N/A,ABT,AIR BROUSSE,Canada,N
216,Air Contractors,AG,ABR,CONTRACT,Ireland,N
217,Air Illinois,N/A,AIL,AIR ILLINOIS,United States,N
218,Air India Limited,AI,AIC,AIRINDIA,India,Y
219,Air Inter Gabon,N/A,AIG, ,Gabon,N
220,Air Bourbon,ZB,BUB,BOURBON,Reunion,Y
221,Air Atlanta Icelandic,CC,ABD,ATLANTA,Iceland,Y
222,Air Inuit,N/A,AIE,AIR INUIT,Canada,N
223,Air Sureste,N/A,AIS,SURESTE,Spain,N
224,Air Srpska,RB,SBK,Air Srpska,Bosnia and Herzegovina,N
225,Air Tahiti Nui,TN,THT,TAHITI AIRLINES,France,Y
226,Airvias S/A Linhas Aereas,N/A,AIV,AIRVIAS,Brazil,N
227,Aero Services Executive,W4,BES,BIRD EXPRESS,France,N
228,Atlantic Island Airways,N/A,AIW,TARTAN,Canada,N
229,Aircruising Australia,N/A,AIX,CRUISER,Australia,N
230,Aircrew Check and Training Australia,N/A,AIY,AIRCREW,Australia,N
231,Arkia Israel Airlines,IZ,AIZ,ARKIA,Israel,Y
232,A J Services,N/A,AJA,AYJAY SERVICES,United Kingdom,N
233,Aero JBR,N/A,AJB,AERO JBR,Mexico,N
234,Aero Jet Express,N/A,AJE,JET EXPRESS,Mexico,N
235,Avia Consult Flugbetriebs,N/A,AJF,AVIACONSULT,Austria,N
236,Ameristar Jet Charter,N/A,AJI,AMERISTAR,United States,N
237,A2 Jet Leasing,N/A,AJJ,ATLANTIC JET,United States,N
238,Allied Air,N/A,AJK,BAMBI,Nigeria,N
239,Air Jamaica,JM,AJM,JAMAICA,Jamaica,Y
240,Air One,AP,ADH,HERON,Italy,Y
241,Air Sahara,S2,RSH,SAHARA,India,Y
242,Air Malta,KM,AMC,AIR MALTA,Malta,Y
243,Aeroejecutivo,N/A,AJO,AEROEXO,Mexico,N
244,Aero Jets Corporativos,N/A,AJP,AEROJETS,Mexico,N
245,Aeroejecutivos Colombia,N/A,AJS,AEROEJECUTIVOS,Colombia,N
246,Amerijet International,M6,AJT,AMERIJET,United States,N
247,Air Jetsul,N/A,AJU,AIRJETSUL,Portugal,N
248,ANA & JP Express,N/A,AJV,AYJAY CARGO,Japan,N
249,Alpha Jet International,N/A,AJW,ALPHAJET,United States,N
250,Air Japan,NQ,AJX,AIR JAPAN,Japan,Y
251,Ajet,N/A,AJY,AYJET,Cyprus,N
252,Air Korea Co. Ltd.,N/A,AKA,N/A,Republic of Korea,Y
253,Air Livonia,N/A,LIV,LIVONIA,Estonia,N
254,Air BC,N/A,ABL,AIRCOACH,Canada,N
255,Air Fret Senegal,N/A,ABN, ,Senegal,N
256,Air Jamahiriya Company,N/A,LJA,AIR JAMAHIRIYA,Libya,N
257,Aktjubavia,N/A,AKB,KARAB,Kazakhstan,N
258,Arca Aerovias Colombianas Ltda.,N/A,AKC,ARCA,Colombia,N
259,Anikay Air Company,N/A,AKF,ANIKAY,Kyrgyzstan,N
260,Akhal,N/A,AKH,AKHAL,Turkmenistan,N
261,Aeromilenio,N/A,MNI,AEROMIL,Mexico,N
262,Aklak Air,N/A,AKK,AKLAK,Canada,N
263,Air Kiribati,4A,AKL,N/A,Kiribati,Y
264,Alkan Air,N/A,AKN,ALKAN AIR,Canada,N
265,Angkor Airways,N/A,AKW,ANGKORWAYS,Cambodia,N
266,Air Nippon Network Co. Ltd.,EH,AKX,ALFA WING,Japan,N
267,AK Navigator LLC,N/A,AKZ,ABSOLUTE,Kazakhstan,N
268,Aero Albatros,N/A,ALB,ALBATROS,Mexico,N
269,Albion Aviation,N/A,ALD,ALBION,United Kingdom,N
270,Aeroalas Colombia,N/A,ALE,AEROALAS,Colombia,N
271,Allied Command Europe (Mobile Force),N/A,ALF,ACEFORCE,Belgium,N
272,Aerotaxis Albatros,N/A,BTS,AEROLINEAS ALBATROS,Mexico,N
273,American Flyers,N/A,FYS,AMERICAN FLYERS,United States,N
274,Aero Coach Aviation,N/A,DFA,AERO COACH,United States,N
275,Atlantic Southeast Airlines,N/A,CAA,Chandler,United States,N
276,ACM Air Charter,N/A,BVR,BAVARIAN,Germany,N
277,Air Logistics,N/A,ALG,AIRLOG,United States,N
278,Aerovallarta,N/A,ALL,VALLARTA,Mexico,N
279,Air ALM,N/A,ALM,ANTILLEAN,Netherlands Antilles,N
280,Air Lincoln,N/A,ALN,CHICAGO LINCOLN,United States,N
281,America West Airlines,HP,AWE,CACTUS,United States,Y
282,Air Wisconsin,ZW,AWI,AIR WISCONSIN,United States,Y
283,Aerotransporte de Carga Union,N/A,TNO,AEROUNION,Mexico,N
284,Aero Taxis Cessna,N/A,TND,TAXIS CESSNA,Mexico,N
285,Arizona Express Airlines,N/A,TMP,TEMPE,United States,N
286,Tatarstan Airlines,U9,TAK,TATARSTAN,Russia,Y
287,Allegheny Commuter Airlines,N/A,ALO,ALLEGHENY,United States,Y
288,Alpliner AG,N/A,ALP,ALPINER,Switzerland,N
289,Altair Aviation (1986),N/A,ALQ,ALTAIR,Canada,N
290,Air Luxor STP,N/A,ALU,LUXORJET,Sao Tome and Principe,N
291,Alas de Venezuela,N/A,ALV,ALVEN,Venezuela,N
292,Alas Nacionales,N/A,ALW, S.A.,ALNACIONAL,N
293,Alyeska Air Service,N/A,ALY,ALYESKA,United States,N
294,Alta Flights (Charters) Ltd.,N/A,ALZ, ,Canada,N
295,Air Sunshine,N/A,RSI,AIR SUNSHINE,United States,Y
296,ATMA,N/A,AMA,ADIK,Kazakhstan,N
297,Aerolineas Medellin,N/A,AMD,AEROLINEAS MEDELLIN,Colombia,N
298,Ameriflight,N/A,AMF,AMFLIGHT,United States,N
299,Air Libert,VD,N/A,N/A,France,Y
300,Air Lithuania,TT,KLA,KAUNAS,Lithuania,N
301,Air Minas Linhas A,N/A,AMG,AIR MINAS,Brazil,N
302,Alan Mann Helicopters Ltd.,N/A,AMH,MANN,United Kingdom,N
303,Air Maldives,N/A,AMI,AIR MALDIVES,Maldives,N
304,Aviation Amos,N/A,AMJ,AVIATION AMOS,Canada,N
305,Amerer Air,N/A,AMK,AMER AIR,Austria,N
306,Air Malawi,QM,AML,MALAWI,Malawi,Y
307,Aeroputul International Marculesti,N/A,AMM,AEROM,Moldova,N
308,Air Montenegro,N/A,AMN,MONTENEGRO,Montenegro,N
309,Air Montreal (Air Holdings Inc.),N/A,AMO,AIR MONTREAL,Canada,N
310,Aero Transporte S.A. (ATSA),N/A,AMP,ATSA,Peru,N
311,Aeromedicare Ltd.,N/A,AMQ,LIFELINE,United Kingdom,N
312,Air Sicilia,BM,N/A,N/A,Italy,Y
313,Air Specialties Corporation,N/A,AMR,AIR AM,United States,N
314,Air Muskoka,N/A,AMS,AIR MUSKOKA,Canada,N
315,ATA Airlines,N/A,AMT,AMTRAN,United States,Y
316,Air Macau,NX,AMU,AIR MACAO,Macao,Y
317,AMC Airlines,N/A,AMV,N/A,Egypt,Y
318,Air Midwest,ZV,AMW,AIR MIDWEST,United States,N
319,Air Seychelles,HM,SEY,SEYCHELLES,Seychelles,Y
320,Air Sofia,N/A,SFB,AIR SOFIA,Bulgaria,N
321,AeroMéxico,AM,AMX,AEROMEXICO,Mexico,Y
322,Air Ambar,N/A,AMY,AIR AMBAR,Dominican Republic,N
323,Amiya Airline,N/A,AMZ,AMIYA AIR,Nigeria,N
324,All Nippon Airways,NH,ANA,ALL NIPPON,Japan,Y
325,Air Navigation And Trading Co. Ltd.,N/A,ANB,AIR NAV,United Kingdom,N
326,Anglo Cargo,N/A,ANC,ANGLO,United Kingdom,N
327,Air Nostrum,YW,ANE,AIR NOSTRUM,Spain,Y
328,Air Niugini,PX,ANG,NUIGINI,Papua New Guinea,Y
329,Air Arabia,G9,ABY,ARABIA,United Arab Emirates,Y
330,Air Canada,AC,ACA,AIR CANADA,Canada,Y
331,Airport Bratsk,N/A,BRP,AEROBRA,Russia,N
332,Air Wings,N/A,BSB,ARBAS,Moldova,N
333,Air Baltic,BT,BTI,AIRBALTIC,Latvia,Y
334,Alajnihah for Air Transport,N/A,ANH,ALAJNIHAH,Libya,N
335,Air Atlantic (Nig) Limited,N/A,ANI,NIGALANTIC,Nigeria,N
336,Air Nippon,EL,ANK,ANK AIR,Japan,Y
337,Antares Airtransport,N/A,ANM, Maintenance & Service GmbH,ANTARES,N
338,Airnorth,TL,ANO,TOPEND,Australia,Y
339,Aerol,N/A,ANQ,ANTIOQUIA,Colombia,N
340,Andes Lineas Aereas,N/A,ANS,AEROANDES,Argentina,N
341,Air North Charter - Canada,4N,ANT,AIR NORTH,Canada,Y
342,Air Nevada,N/A,ANV,AIR NEVADA,United States,N
343,AOM French Airlines,IW,AOM,French Lines,France,N
344,Aviacion Del Noroeste,N/A,ANW, S.A. de C.V.,AVINOR,N
345,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand,Y
346,Avia Jaynar,N/A,SAP,TOBOL,Kazakhstan,N
347,Aero Servicios Empresariales,N/A,EMS,SERVIEMPRESARIAL,Mexico,N
348,Alcon Servicios Aereos,N/A,AOA, S.A. de C.V.,ALCON,N
349,AVCOM,J6,AOC,AERO AVCOM,Russia,N
350,Aero Vodochody,N/A,AOD,AERO CZECH,Czech Republic,N
351,Air One Executive,N/A,AOE, ,Italy,N
352,Atair Pty Ltd.,N/A,AOF,ATAIR,South Africa,N
353,Aero VIP,2D,AOG,AVIP,Argentina,N
354,Aeromundo Ejecutivo,N/A,MUN,AEROMUNDO,Mexico,N
355,Aerolinea Muri,N/A,MUR,MURI,Mexico,N
356,Astoria,N/A,AOI, Inc.,ASTORIA,N
357,Aero Rent JSC,N/A,NRO,AEROMASTER,Russia,N
358,Aeronord-Grup,N/A,NRP,AERONORD,Moldova,N
359,Aeroatlantico Colombia,N/A,AOK,N/A,Colombia,N
360,Angkor Airlines,N/A,AOL,ANGKOR AIR,Cambodia,N
361,Aero Entreprise,N/A,AON,AERO ENTERPRISE,France,N
362,As,N/A,AOO, Opened Joint Stock Company,COMPANY AS,N
363,Aeropiloto,N/A,AOP,AEROPILOTO,Portugal,N
364,Aeroenlaces Nacionales,N/A,VIV,AEROENLACES,Mexico,N
365,Aerovis Airlines,N/A,VIZ,AEROVIZ,Ukraine,N
366,Avjet International (FZE),N/A,VJE,N/A,United Arab Emirates,N
367,Aerovista Gulf Express,N/A,VGF,VISTA GULF,United Arab Emirates,N
368,Air Vegas,6V,VGA,AIR VEGAS,United States,N
369,Almaver,N/A,VER,ALMAVER,Mexico,N
370,Afro International Ent. Limited,N/A,AOR,INTER-AFRO,Nigeria,N
371,Alitalia Express,XM,SMX,ALIEXPRESS,Italy,Y
372,Asia Overnight Express,OE,AOT,ASIA OVERNIGHT,Philippines,N
373,Air Tractor,N/A,AOU,AIR TRACTOR,Croatia,N
374,Aero Vision,N/A,AOV,AEROVISION,France,N
375,Aerotaxi Del Valle,N/A,AOX,AEROVALLE,Colombia,N
376,Air Park Aviation Ltd.,N/A,APA,CAN-AM,Canada,N
377,Airpac Airlines,N/A,APC, Inc.,AIRPAC,N
378,Aeroservicios Monterrey,N/A,SVM,SERVIMONTE,Mexico,N
379,Amapola Flyg AB,N/A,APF,AMAPOLA,Sweden,N
380,Air People International,N/A,APG,AIR PEOPLE,Thailand,N
381,Alpha Aviation,N/A,APH, Inc.,AIRFLIGHT,N
382,ASA Pesada,N/A,API, Lda.,ASA PESADA,N
383,Air Print,N/A,APJ, S.A.,AIR PRINT,N
384,Atlantic Airlines,N/A,BJK,BLACKJACK,United States,N
385,Aerotransporte Petrolero,N/A,PET,AEROPETRO,Colombia,N
386,Aero Flight,GV,ARF,Aero Fox,Germany,Y
387,ACM Aviation,N/A,BJT,BAY JET,United States,N
388,Aircompany Barcol,N/A,BKL,BARCOL,Russia,N
389,All Charter Limited,N/A,BLA,ALL CHARTER,United Kingdom,N
390,Appalachian Flying Service,N/A,APL, Inc.,APPALACHIAN,N
391,Airpac,N/A,APM, Inc.,ALASKA PACIFIC,N
392,Aeropro,N/A,APO,AEROPRO,Canada,N
393,Aerolineas Pacifico Atlantico,N/A,APP, S.A. (Apair),AEROPERLAS,N
394,Aspen Aviation,N/A,APQ,ASPEN BASE,United States,N
395,Aeropuma,N/A,APU, S.A.,AEROPUMA,N
396,Air Plan International,N/A,APV,AIR PLAN,Democratic Republic of the Congo,N
397,Arrow Air,JW,APW,BIG A,United States,Y
398,Apex Air Cargo,N/A,APX,PARCEL EXPRESS,United States,N
399,APA Internacional,N/A,APY,APA INTERNACIONAL,Dominican Republic,N
400,Aeroatlas,N/A,AQA, S.A.,ATCO,N
401,Aquila Air Ltd.,N/A,AQL,AQUILA,Canada,N
402,Air Queensland,N/A,AQN,BUSHAIR,Australia,N
403,Aluminum Company Of America,N/A,AQO,ALCOA SHUTTLE,United States,N
404,Aviones de Renta de Quintana Roo,N/A,AQT, S.A. de C.V.,AVIOQUINTANA,N
405,AirQuarius Aviation,N/A,AQU,QUARIUS,South Africa,N
406,Aerodyne Charter Company,N/A,AQZ,QUANZA,United States,N
407,Arik Air,W3,ARA,ARIK AIR,Nigeria,N
408,Avia Air N.V.,N/A,ARB,AVIAIR,Aruba,N
409,Air Routing International Corp.,N/A,ARC, ,United States,N
410,Aerocondor,2B,ARD,AEROCONDOR,Portugal,Y
411,Aires,4C,ARE, Aerovias de Integracion Regional, S.A.,Y
